,addr,type,token_vol_sum,token_vol_count,block_time,BSC,Gnosis,Optimism,Arbitrum
106,0x820ff466d10c036363ab6933d9e8653a3118f56a,ether,0.00497,4,"['2022-08-05T00:56:29Z', '2022-08-05T06:35:34Z', '2022-08-06T10:02:57Z', '2022-08-29T01:59:37Z']",0,0,0,0
107,0x83ee0333cfb3eb4aa14188c099d3c9e5ca3dadec,ether,0.00542,4,"['2022-08-05T00:47:25Z', '2022-08-05T06:35:34Z', '2022-08-06T09:51:59Z', '2022-08-28T17:34:54Z']",0,0,0,0
108,0x85a97318db245ee5aaad85ca1280014c78171670,ether,0.00558,4,"['2022-08-05T00:46:15Z', '2022-08-05T08:44:59Z', '2022-08-06T09:51:13Z', '2022-08-28T17:34:54Z']",0,0,0,0
109,0x85d1e464f0faf2b6ffd71350a8c667b281343e81,ether,0.00566,4,"['2022-08-05T00:35:24Z', '2022-08-05T06:44:15Z', '2022-08-06T09:42:05Z', '2022-08-28T17:34:54Z']",0,0,0,0
110,0x86516b9e9111e57930e5a3e5d3ce30b4eadf38fe,ether,0.00632,4,"['2022-08-05T00:39:04Z', '2022-08-05T06:46:37Z', '2022-08-06T09:45:20Z', '2022-08-29T01:59:37Z']",0,0,0,0
111,0x877b3f0dfa0a37e27b2194e90ab40343f0792e79,ether,0.0062,4,"['2022-08-05T00:42:19Z', '2022-08-05T06:22:43Z', '2022-08-06T09:47:39Z', '2022-08-28T21:15:30Z']",0,0,0,0
112,0x8885b4945b98d313f55f3998ec69ed9d3fd3c3ae,ether,0.00464,4,"['2022-08-05T00:39:04Z', '2022-08-05T08:42:48Z', '2022-08-06T09:44:28Z', '2022-08-28T21:15:30Z']",0,0,0,0
113,0x89dfe63274439ca32a0a132088381006ddb10259,ether,0.00453,4,"['2022-08-05T01:00:31Z', '2022-08-05T06:35:34Z', '2022-08-06T10:06:31Z', '2022-08-28T17:34:53Z']",0,0,0,0
114,0x8a0068e16d4203bbd469f1efcb7119d72352874d,ether,0.00535,4,"['2022-08-05T00:59:08Z', '2022-08-05T08:42:48Z', '2022-08-06T10:03:24Z', '2022-08-29T01:59:37Z']",0,0,0,0
115,0x8da6b885d9ccbe0a63b3fe86dcf919a5277a591b,ether,0.00621,4,"['2022-08-05T00:37:26Z', '2022-08-05T06:44:15Z', '2022-08-06T09:44:32Z', '2022-08-28T17:34:54Z']",0,0,0,0
116,0x8edee02a47b2cb8a4c89709cd876ab214ab8836f,ether,0.00569,4,"['2022-08-05T00:29:08Z', '2022-08-05T08:44:59Z', '2022-08-06T09:39:06Z', '2022-08-28T17:34:53Z']",0,0,0,0
117,0x8f105799a3adc9e012d38921e8c0467f6d86dcd0,ether,0.0052,4,"['2022-08-05T01:01:33Z', '2022-08-05T06:44:15Z', '2022-08-06T10:06:31Z', '2022-08-29T01:59:37Z']",0,0,0,0
118,0x9039319d752b1fca07d2f4b2bac26a78b5bca6f2,ether,0.00471,4,"['2022-08-05T00:50:53Z', '2022-08-05T06:46:37Z', '2022-08-06T09:55:49Z', '2022-08-29T01:59:37Z']",0,0,0,0
119,0x91cdf1b534beb56ceaef0e0a79de41c940c59ddc,ether,0.00594,4,"['2022-08-05T00:53:49Z', '2022-08-05T06:48:19Z', '2022-08-06T09:58:54Z', '2022-08-29T01:59:37Z']",0,0,0,0
120,0x9202b1a266b3ce79a68a774534fdedb58bdde34a,ether,0.00454,4,"['2022-08-05T00:49:30Z', '2022-08-05T06:35:34Z', '2022-08-06T09:55:01Z', '2022-08-28T17:34:53Z']",0,0,0,0
121,0x921ff288f8f024ce356e924f9c7c6eb79df68f96,ether,0.00606,4,"['2022-08-05T00:30:47Z', '2022-08-05T06:22:43Z', '2022-08-06T09:35:45Z', '2022-08-28T17:34:53Z']",0,0,0,0
122,0x92de02c1447e0ce653498af9b9dd4d3cbf82a62a,ether,0.00468,4,"['2022-08-05T00:27:29Z', '2022-08-05T05:51:41Z', '2022-08-06T09:39:26Z', '2022-08-28T17:34:53Z']",0,0,0,0
123,0x9503427af585b319b72cc3a9eb988901f4cdf949,ether,0.00519,4,"['2022-08-05T00:31:25Z', '2022-08-05T06:44:15Z', '2022-08-06T09:37:16Z', '2022-08-29T01:59:37Z']",0,0,0,0
124,0x967e9779614d67af4f43020d7f72b7c1693fd36c,ether,0.00518,4,"['2022-08-05T00:46:50Z', '2022-08-05T06:22:43Z', '2022-08-06T09:51:24Z', '2022-08-28T17:34:54Z']",0,0,0,0
125,0x969a1ad9f4e943904eb771bd60515bcf7e0d8775,ether,0.00585,4,"['2022-08-05T00:49:11Z', '2022-08-05T06:44:15Z', '2022-08-06T09:54:21Z', '2022-08-29T01:59:52Z']",0,0,0,0
126,0x973c7c67b3bf62d8864aa94fe79aa6de94930fff,ether,0.00498,4,"['2022-08-05T00:56:01Z', '2022-08-05T08:44:59Z', '2022-08-06T10:00:40Z', '2022-08-29T01:59:37Z']",0,0,0,0
127,0x9742a2d39619ebe90cf2f9e85b3e02bd0afcd210,ether,0.00579,4,"['2022-08-05T00:53:01Z', '2022-08-05T06:48:19Z', '2022-08-06T09:58:54Z', '2022-08-28T21:15:30Z']",0,0,0,0
128,0x9751ab834f1747797c45483c75a9367667e3ebd1,ether,0.00638,4,"['2022-08-05T00:38:38Z', '2022-08-05T08:44:59Z', '2022-08-06T09:44:32Z', '2022-08-28T21:15:20Z']",0,0,0,0
129,0x9836d78c87f78f1f43f454d7d3af0141a6d75f5a,ether,0.00492,4,"['2022-08-05T00:48:35Z', '2022-08-05T06:44:15Z', '2022-08-06T09:54:21Z', '2022-08-29T01:59:37Z']",0,0,0,0
130,0x995e2bbc9a4195d08006f4f6b4b4b80a3efc4d24,ether,0.00473,4,"['2022-08-05T00:59:27Z', '2022-08-05T08:44:59Z', '2022-08-06T10:03:43Z', '2022-08-29T01:59:37Z']",0,0,0,0
131,0x9a6976274532883d462e376753fdb2e4c6fbe680,ether,0.00524,4,"['2022-08-05T00:50:21Z', '2022-08-05T06:35:34Z', '2022-08-06T09:55:02Z', '2022-08-28T17:34:53Z']",0,0,0,0
132,0x9ca9a16ed1079f544410aa5996ea6c9090f1546c,ether,0.00474,4,"['2022-08-05T01:00:06Z', '2022-08-05T08:44:59Z', '2022-08-06T10:04:38Z', '2022-08-28T17:34:53Z']",0,0,0,0
133,0x9da8bb371044b1e85a6078f002163304aa74aa1c,ether,0.00587,4,"['2022-08-05T00:39:21Z', '2022-08-05T06:35:34Z', '2022-08-06T09:44:32Z', '2022-08-29T01:59:37Z']",0,0,0,0
134,0x9e1c2e8619eeceb8c0a03901585ac6d268b49cca,ether,0.00617,4,"['2022-08-05T00:38:07Z', '2022-08-05T06:22:43Z', '2022-08-06T09:44:32Z', '2022-08-29T01:59:37Z']",0,0,0,0
135,0xa2765d60b6e645a78a2976286a5e246f3955a5d4,ether,0.00484,4,"['2022-08-05T00:38:38Z', '2022-08-05T07:37:06Z', '2022-08-06T09:45:22Z', '2022-08-29T01:59:37Z']",0,0,0,0
136,0xa3d0bcb6b7c6d321f67ae839e9feed04e7fafed5,ether,0.00602,4,"['2022-08-05T00:58:58Z', '2022-08-05T06:35:34Z', '2022-08-06T10:03:14Z', '2022-08-29T01:59:37Z']",0,0,0,0
137,0xa4daadfba6264eb98232acb28ce0cff3aadc6d36,ether,0.00526,4,"['2022-08-05T00:50:21Z', '2022-08-05T08:44:59Z', '2022-08-06T09:55:01Z', '2022-08-28T17:34:53Z']",0,0,0,0
138,0xa5e649024678e7e4e7b196a08e8e932b2fa339c2,ether,0.00599,4,"['2022-08-05T00:40:10Z', '2022-08-05T06:44:15Z', '2022-08-06T09:45:03Z', '2022-08-29T01:59:37Z']",0,0,0,0
139,0xa75882fa2b637c1f1ec133ad17c569bc0ade4a28,ether,0.00606,4,"['2022-08-05T00:47:25Z', '2022-08-05T06:35:34Z', '2022-08-06T09:51:59Z', '2022-08-29T01:59:37Z']",0,0,0,0
140,0xa93b973e4ef34d846d0f46e6e8c714da146a206e,ether,0.00456,4,"['2022-08-05T00:36:00Z', '2022-08-05T06:48:19Z', '2022-08-06T09:44:32Z', '2022-08-28T17:34:53Z']",0,0,0,0
141,0xabf8debc67c90609539830317c27cba6a207233f,ether,0.00455,4,"['2022-08-05T00:27:29Z', '2022-08-05T05:48:44Z', '2022-08-06T09:39:26Z', '2022-08-28T17:34:54Z']",0,0,0,0
142,0xacfd31497855673c5dd0af7e4023747c1deea10f,ether,0.00552,4,"['2022-08-05T00:58:10Z', '2022-08-05T08:44:59Z', '2022-08-06T10:02:57Z', '2022-08-29T01:59:37Z']",0,0,0,0
143,0xae9b84ac59d6e5fe0999a7a6937a88a46c93f3bc,ether,0.00491,4,"['2022-08-05T00:51:42Z', '2022-08-05T06:48:19Z', '2022-08-06T09:56:41Z', '2022-08-28T17:34:53Z']",0,0,0,0
144,0xafa5b61c8316018b6357bc8fde5f49fca2035d87,ether,0.00634,4,"['2022-08-05T00:32:37Z', '2022-08-05T06:46:37Z', '2022-08-06T09:37:39Z', '2022-08-29T01:59:41Z']",0,0,0,0
145,0xafb6d498bacfc8ab026c50f23b63c5560045b2d4,ether,0.0054,4,"['2022-08-05T00:34:24Z', '2022-08-05T06:22:43Z', '2022-08-06T09:39:06Z', '2022-08-28T17:34:53Z']",0,0,0,0
146,0xb0013c6d2ef9bc3675cf5f8dbfc7c0ed13150ccf,ether,0.00501,4,"['2022-08-05T00:43:43Z', '2022-08-05T08:46:11Z', '2022-08-06T09:48:13Z', '2022-08-29T01:59:37Z']",0,0,0,0
147,0xb16e88c792210a601b16523ce233b39b71f61538,ether,0.00541,4,"['2022-08-05T00:47:31Z', '2022-08-05T08:44:59Z', '2022-08-06T09:52:35Z', '2022-08-29T01:59:37Z']",0,0,0,0
148,0xb74268ccd6437e52ccd2ec0b333bbaa744f5e821,ether,0.00548,4,"['2022-08-05T00:58:58Z', '2022-08-05T06:35:34Z', '2022-08-06T10:03:24Z', '2022-08-29T01:59:37Z']",0,0,0,0
149,0xb807c1203ff50508a10019e757a15ae6833202af,ether,0.00581,4,"['2022-08-05T00:36:18Z', '2022-08-05T08:44:05Z', '2022-08-06T09:44:32Z', '2022-08-28T17:34:54Z']",0,0,0,0
150,0xb97e7ed694ea0492ec80a58f51aa0a6631d10506,ether,0.00482,4,"['2022-08-05T00:36:00Z', '2022-08-05T08:44:59Z', '2022-08-06T09:45:20Z', '2022-08-28T17:34:53Z']",0,0,0,0
151,0xbaa0e3436a34e1419733f56dc08f624f3c9d4df1,ether,0.00563,4,"['2022-08-05T00:44:47Z', '2022-08-05T06:22:43Z', '2022-08-06T09:50:26Z', '2022-08-28T17:34:53Z']",0,0,0,0
152,0xbe0bfb0b40cbcf812ea50495ecada7f8f43e3b84,ether,0.00462,4,"['2022-08-05T00:50:21Z', '2022-08-05T08:44:59Z', '2022-08-06T09:55:01Z', '2022-08-28T17:34:54Z']",0,0,0,0
153,0xbe4cf2be364b437fa4b89d1108d10c2c60e05938,ether,0.00504,4,"['2022-08-05T00:34:46Z', '2022-08-05T06:23:03Z', '2022-08-06T09:39:26Z', '2022-08-29T01:59:52Z']",0,0,0,0
154,0xbe75f40adebdb2a1802c623240c4a99ca26a28a8,ether,0.006,4,"['2022-08-05T00:46:50Z', '2022-08-05T08:44:05Z', '2022-08-06T09:51:59Z', '2022-08-28T17:34:53Z']",0,0,0,0
155,0xbe86d838cef84ba8da69de7ef76d8df42cde645e,ether,0.00509,4,"['2022-08-05T00:41:44Z', '2022-08-05T07:37:06Z', '2022-08-06T09:47:00Z', '2022-08-28T17:34:53Z']",0,0,0,0
156,0xc02caf142ca5fb84ad60883c47d20159bbf0f131,ether,0.00643,4,"['2022-08-05T00:49:30Z', '2022-08-05T08:46:11Z', '2022-08-06T09:53:50Z', '2022-08-29T01:59:52Z']",0,0,0,0
157,0xc1f4ad4212207436a8bd3635b3f5bcda9731a7a0,ether,0.00534,4,"['2022-08-05T00:40:10Z', '2022-08-05T06:23:03Z', '2022-08-06T09:45:20Z', '2022-08-29T01:59:37Z']",0,0,0,0
158,0xc4be599af9db43fb9a57391bbb02b1941d075403,ether,0.00611,4,"['2022-08-05T00:32:00Z', '2022-08-05T08:44:59Z', '2022-08-06T09:37:16Z', '2022-08-28T17:34:53Z']",0,0,0,0
159,0xc5096d5e45b5f0928fe7ac381596117ed6f60669,ether,0.00486,4,"['2022-08-05T00:34:55Z', '2022-08-05T06:48:19Z', '2022-08-06T09:44:32Z', '2022-08-29T01:59:37Z']",0,0,0,0
160,0xc66040455d3d40f30b2450eef87511973cc83535,ether,0.00608,4,"['2022-08-05T00:34:24Z', '2022-08-05T06:44:15Z', '2022-08-06T09:39:26Z', '2022-08-29T01:59:37Z']",0,0,0,0
161,0xc71f1ba14cfcbaa165d253d4474943b98ce529e5,ether,0.00476,4,"['2022-08-05T00:36:18Z', '2022-08-05T06:44:15Z', '2022-08-06T09:42:05Z', '2022-08-28T17:34:54Z']",0,0,0,0
162,0xc7551daf25d6dfa97c2311c2a648687cbe04cf18,ether,0.0049,4,"['2022-08-05T00:29:37Z', '2022-08-05T06:22:43Z', '2022-08-06T09:37:16Z', '2022-08-29T01:59:52Z']",0,0,0,0
163,0xc92423310fbff3d77d4dd91c99f6e668ed42e80a,ether,0.006,4,"['2022-08-05T00:46:15Z', '2022-08-05T06:35:34Z', '2022-08-06T09:50:45Z', '2022-08-29T01:59:52Z']",0,0,0,0
164,0xc9510f3057522db12277c492bb60137a149deb11,ether,0.00574,4,"['2022-08-05T00:49:02Z', '2022-08-05T06:46:37Z', '2022-08-06T09:54:21Z', '2022-08-28T21:15:20Z']",0,0,0,0
165,0xc975c94b6bbdbd2756240a4f2f583ee64a4db9e0,ether,0.00537,4,"['2022-08-05T00:41:22Z', '2022-08-05T08:42:48Z', '2022-08-06T09:48:13Z', '2022-08-28T21:15:20Z']",0,0,0,0
166,0xca33124e8b4b3b7a530c8073d221658c3d10bb6d,ether,0.00578,4,"['2022-08-05T00:48:35Z', '2022-08-05T06:44:15Z', '2022-08-06T09:55:02Z', '2022-08-28T17:34:53Z']",0,0,0,0
167,0xcae4159d70462ba56a949f5cab922ff6b9c4ff54,ether,0.00509,4,"['2022-08-05T01:00:31Z', '2022-08-05T07:37:06Z', '2022-08-06T10:06:31Z', '2022-08-29T01:59:37Z']",0,0,0,0
168,0xccc74799f84c856f7e8c79f98a32e4d5fa8a604e,ether,0.00461,4,"['2022-08-05T00:56:29Z', '2022-08-05T06:41:31Z', '2022-08-06T10:02:57Z', '2022-08-28T21:15:20Z']",0,0,0,0
169,0xcd585509f7e0c59179a1396a78d17d387802a9ae,ether,0.00534,4,"['2022-08-05T00:44:12Z', '2022-08-05T06:22:43Z', '2022-08-06T09:49:26Z', '2022-08-28T17:34:53Z']",0,0,0,0
170,0xd0a9a90a53e914049acce65d2f1bb44797bd07ae,ether,0.00631,4,"['2022-08-05T00:53:01Z', '2022-08-05T06:35:34Z', '2022-08-06T09:58:54Z', '2022-08-28T17:34:54Z']",0,0,0,0
171,0xd0bc08db67ca368796beda5415b7e5f430262a81,ether,0.00645,4,"['2022-08-05T00:37:26Z', '2022-08-05T06:35:34Z', '2022-08-06T09:45:20Z', '2022-08-28T17:34:53Z']",0,0,0,0
172,0xd0fba22f5e5df10da20ea106bd36e14517ef84cf,ether,0.00566,4,"['2022-08-05T00:30:15Z', '2022-08-05T06:44:15Z', '2022-08-06T09:37:24Z', '2022-08-28T17:34:53Z']",0,0,0,0
173,0xd120adababe6b959d28bfcb7114c705c4409d025,ether,0.00477,4,"['2022-08-05T00:48:35Z', '2022-08-05T06:44:15Z', '2022-08-06T09:55:02Z', '2022-08-28T17:34:53Z']",0,0,0,0
174,0xd1e7a84f4e0949c744960914e8b06ac95edb14a9,ether,0.00533,4,"['2022-08-05T00:46:10Z', '2022-08-05T08:44:59Z', '2022-08-06T09:50:40Z', '2022-08-28T21:15:30Z']",0,0,0,0
175,0xd31e963dda3d815e6fdfe7d274fbf1e603a96914,ether,0.00611,4,"['2022-08-05T00:54:02Z', '2022-08-05T08:44:59Z', '2022-08-06T09:58:54Z', '2022-08-29T01:59:37Z']",0,0,0,0
176,0xd4d9261a7bf3bc9a8bc6f0b2ef859598dadb0cb3,ether,0.00586,4,"['2022-08-05T00:51:20Z', '2022-08-05T06:46:37Z', '2022-08-06T09:56:03Z', '2022-08-28T21:15:30Z']",0,0,0,0
177,0xd4f419b75888021f0bd9a74d56e4fe0f81ddfdb0,ether,0.0057,4,"['2022-08-05T00:44:12Z', '2022-08-05T06:44:15Z', '2022-08-06T09:49:26Z', '2022-08-28T17:34:54Z']",0,0,0,0
178,0xd60b9f40e4329f405d2f513ad0f3ad2e2f1de4be,ether,0.00456,4,"['2022-08-05T00:32:37Z', '2022-08-05T06:22:43Z', '2022-08-06T09:37:24Z', '2022-08-29T01:59:37Z']",0,0,0,0
179,0xd7f6026c718523f520ec194746710a2303bc34f6,ether,0.00637,4,"['2022-08-05T00:51:20Z', '2022-08-05T06:44:15Z', '2022-08-06T09:55:49Z', '2022-08-28T17:34:53Z']",0,0,0,0
180,0xdb23090ae36e5677854b8a2414872829808d89bf,ether,0.00566,4,"['2022-08-05T00:44:12Z', '2022-08-05T06:44:15Z', '2022-08-06T09:49:26Z', '2022-08-29T01:59:37Z']",0,0,0,0
181,0xdc468da9f3c43a0d36fcf19473452ec99b5b3e03,ether,0.00549,4,"['2022-08-05T00:29:11Z', '2022-08-05T06:46:37Z', '2022-08-06T09:37:16Z', '2022-08-28T17:34:53Z']",0,0,0,0
182,0xdc77d0d8371219a4dc2a2da0d402714fad7d0bf4,ether,0.00556,4,"['2022-08-05T00:44:47Z', '2022-08-05T08:46:11Z', '2022-08-06T09:49:26Z', '2022-08-29T01:59:37Z']",0,0,0,0
183,0xdcc20e59ce77053f0075a067d56b12019e29b36f,ether,0.00559,4,"['2022-08-05T00:30:47Z', '2022-08-05T08:44:59Z', '2022-08-06T09:39:06Z', '2022-08-29T01:59:37Z']",0,0,0,0
184,0xdd0daa842afe32f4958f1ef05d3c5eb2893b73a7,ether,0.0056,4,"['2022-08-05T00:32:00Z', '2022-08-05T08:46:11Z', '2022-08-06T09:37:16Z', '2022-08-29T01:59:37Z']",0,0,0,0
185,0xddf57cb4f223fdb8ddff03e05bf35255d6a518b6,ether,0.00598,4,"['2022-08-05T00:57:47Z', '2022-08-05T08:44:59Z', '2022-08-06T10:02:57Z', '2022-08-28T21:15:20Z']",0,0,0,0
186,0xdf3928384750b40fe6f21a73a5e236c44cf2b485,ether,0.00569,4,"['2022-08-05T00:40:10Z', '2022-08-05T06:44:15Z', '2022-08-06T09:45:13Z', '2022-08-28T17:34:53Z']",0,0,0,0
187,0xe093f1a6a2e425e4692095fb9b0a0264b89bdfc4,ether,0.00526,4,"['2022-08-05T00:44:47Z', '2022-08-05T08:44:59Z', '2022-08-06T09:50:40Z', '2022-08-28T17:34:53Z']",0,0,0,0
188,0xe2504416481a2aa96c2010a456dc918823337ef8,ether,0.00596,4,"['2022-08-05T00:44:47Z', '2022-08-05T06:35:34Z', '2022-08-06T09:49:26Z', '2022-08-28T17:34:53Z']",0,0,0,0
189,0xe25257a8794936ca3037a0274e29a499674002f1,ether,0.00625,4,"['2022-08-05T00:56:01Z', '2022-08-05T06:44:15Z', '2022-08-06T10:09:16Z', '2022-08-28T17:34:53Z']",0,0,0,0
190,0xe2f22474c2d7105e51240fa4301bc88c64a44f32,ether,0.00468,4,"['2022-08-05T00:33:09Z', '2022-08-05T06:44:15Z', '2022-08-06T09:37:39Z', '2022-08-28T17:34:54Z']",0,0,0,0
191,0xe42d5f72e6edcee6f8d087ea50622a98e7f510ff,ether,0.00613,4,"['2022-08-05T00:53:28Z', '2022-08-05T08:44:59Z', '2022-08-06T09:58:54Z', '2022-08-28T17:34:54Z']",0,0,0,0
192,0xe7d00ca7c8cb108d14b308e4d4cff98a2070e941,ether,0.00616,4,"['2022-08-05T01:00:31Z', '2022-08-05T06:41:31Z', '2022-08-06T10:06:31Z', '2022-08-29T01:59:52Z']",0,0,0,0
193,0xeab027b9f29117197851eede3ab6c2240cfde3f2,ether,0.0061,4,"['2022-08-05T00:32:37Z', '2022-08-05T06:35:34Z', '2022-08-06T09:39:26Z', '2022-08-28T17:34:53Z']",0,0,0,0
194,0xeb08ec683f5a2d07ccfa2ff790c98b9cda8ae9ef,ether,0.00539,4,"['2022-08-05T00:31:25Z', '2022-08-05T06:46:37Z', '2022-08-06T09:39:26Z', '2022-08-28T17:34:54Z']",0,0,0,0
195,0xecc9db98051882b48229c0d607f2ded829674c51,ether,0.00497,4,"['2022-08-05T00:53:49Z', '2022-08-05T06:44:15Z', '2022-08-06T09:58:54Z', '2022-08-29T01:59:52Z']",0,0,0,0
196,0xedcbd9343b0d1fc9fb577c41476549cc942edd44,ether,0.00518,4,"['2022-08-05T00:46:15Z', '2022-08-05T06:22:43Z', '2022-08-06T09:51:13Z', '2022-08-28T17:34:54Z']",0,0,0,0
197,0xefe704c69e7ea27798c6bea2f28105e83b6f1cb2,ether,0.00568,4,"['2022-08-05T00:54:02Z', '2022-08-05T08:44:59Z', '2022-08-06T09:58:41Z', '2022-08-28T17:34:53Z']",0,0,0,0
198,0xf0555e11de62206d6985227c7b56c222f5b6a434,ether,0.00601,4,"['2022-08-05T00:51:56Z', '2022-08-05T06:35:34Z', '2022-08-06T09:56:41Z', '2022-08-28T17:34:53Z']",0,0,0,0
199,0xf22f7e08a99425cc97b69a3b694a9599a40ec10e,ether,0.00561,4,"['2022-08-05T00:32:00Z', '2022-08-05T08:42:48Z', '2022-08-06T09:38:07Z', '2022-08-28T17:34:53Z']",0,0,0,0
200,0xf25c52e1547b0a432e6ecc16e32d41d75652d1b8,ether,0.00507,4,"['2022-08-05T00:33:09Z', '2022-08-05T06:22:43Z', '2022-08-06T09:38:18Z', '2022-08-28T17:34:53Z']",0,0,0,0
201,0xf298a4263d37d7684ba4123d839d076057a1b283,ether,0.00629,4,"['2022-08-05T00:29:37Z', '2022-08-05T06:22:43Z', '2022-08-06T09:38:07Z', '2022-08-28T17:34:53Z']",0,0,0,0
202,0xf4a863c9d6598005ccdab4f5f0b711ea029dcc58,ether,0.00486,4,"['2022-08-05T00:40:56Z', '2022-08-05T06:22:43Z', '2022-08-06T09:45:22Z', '2022-08-28T17:34:54Z']",0,0,0,0
203,0xf5b025c7f2c42dc8c1572e10ab6b515d37c8dce6,ether,0.00564,4,"['2022-08-05T01:00:06Z', '2022-08-05T06:48:19Z', '2022-08-06T10:04:43Z', '2022-08-28T17:34:53Z']",0,0,0,0
204,0xf63f22dc990e97cdcd7ad46a67f0240d666a59ae,ether,0.00465,4,"['2022-08-05T00:42:19Z', '2022-08-05T06:22:43Z', '2022-08-06T09:47:39Z', '2022-08-28T17:34:54Z']",0,0,0,0
205,0xf64fda2df0c08f8757f0627823c6e227a63aeaec,ether,0.00597,4,"['2022-08-05T00:33:45Z', '2022-08-05T06:46:37Z', '2022-08-06T09:38:18Z', '2022-08-28T17:34:54Z']",0,0,0,0
206,0xf7d912893fcf833a287f3a6b018f0be09b597471,ether,0.005,4,"['2022-08-05T00:52:41Z', '2022-08-05T08:44:59Z', '2022-08-06T09:57:02Z', '2022-08-28T17:34:53Z']",0,0,0,0
207,0xfc9c2479d6c79664b3ef7b3e79facfaa11b9c296,ether,0.00491,4,"['2022-08-05T00:49:02Z', '2022-08-05T06:44:15Z', '2022-08-06T09:54:21Z', '2022-08-28T17:34:53Z']",0,0,0,0
208,0xfca1b4d93df9333a0720acd5e2371f10e0586f33,ether,0.00457,4,"['2022-08-05T00:33:45Z', '2022-08-05T06:48:19Z', '2022-08-06T09:38:45Z', '2022-08-28T17:34:53Z']",0,0,0,0
209,0xfce70ff33d2607296b117a29f964bdfcb2c40f02,ether,0.00622,4,"['2022-08-05T00:49:30Z', '2022-08-05T06:44:15Z', '2022-08-06T09:53:50Z', '2022-08-28T17:34:53Z']",0,0,0,0
210,0xfd2c4a6f0df6a660ff3cccc025ce7413602929f2,ether,0.00553,4,"['2022-08-05T00:33:45Z', '2022-08-05T08:44:59Z', '2022-08-06T09:38:18Z', '2022-08-29T01:59:37Z']",0,0,0,0
211,0xfe343c40ccc9b4de637d075a62316ede445d660c,ether,0.00523,4,"['2022-08-05T00:38:07Z', '2022-08-05T06:22:43Z', '2022-08-06T09:44:32Z', '2022-08-28T21:15:30Z']",0,0,0,0
